Office ID,Name of Unit (HO/Division),Region,HOA,Description,APT Alloted,APT Consumed,e-lekha Consumed,Diff. (APT - e-Lekha),APT Consumed %,e-Lekha Consumed %
16360013,Junagadh HO,SKR,320107108010004,Leave Encashment Benefits-Pensionary Charges,"68,05,797.00","22,25,251.00",-,"22,25,251.00",32.70%,0.00%
16360013,Junagadh HO,SKR,320107110010004,Govt. Contribution for defined contributory Pension Scheme-Pensionary Charges,"2,19,42,920.00","59,95,805.00",-,"59,95,805.00",27.32%,0.00%
16360013,Junagadh HO,SKR,320160102030149,Subscription towards SDBS-Other Revenue Expenditure,"7,38,097.00","3,88,800.00",-,"3,88,800.00",52.68%,0.00%
16360013,Junagadh HO,SKR,520100104070071,Computerisation/Modernisation of Savings Bank-ICT,"11,108.00",-,-,-,0.00%,0.00%
16360013,Junagadh HO,SKR,520100104080071,Computerisation & Modernisation Of Post Office-ICT,"3,69,997.00",-,-,-,0.00%,0.00%
16360013,Junagadh HO,SKR,801606101010500,Advertisement and Publicity-PLI,"1,00,000.00",-,-,-,0.00%,0.00%
16360013,Junagadh HO,SKR,801606101020500,Advertisement and Publicity-RPLI,"65,000.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320101101030101,Postal Division-Salaires,"40,43,054.00","6,69,900.00",-,"6,69,900.00",16.57%,0.00%
16360005,Kalol HO,NGR,320101101030102,Postal Division-Wages,"25,718.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320101101030105,Postal Division-Rewards,"1,01,982.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320101101030106,Postal Division-Medical Treatment,"80,000.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320101101030107,Postal Division-Allowances,"46,64,039.00","5,60,839.00",-,"5,60,839.00",12.02%,0.00%
16360005,Kalol HO,NGR,320101101030108,Postal Division-LTC,"10,500.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320101101030111,Postal Division-Domestic Travel Expenses,"2,80,000.00","18,390.00",-,"18,390.00",6.57%,0.00%
16360005,Kalol HO,NGR,320101101030113,Postal Division-Office Expenses,"50,000.00","10,576.00",-,"10,576.00",21.15%,0.00%
16360005,Kalol HO,NGR,320101101030119,Postal Division-Digital Equipment,"2,500.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320101101030124,Postal Division-Fuels and Lubricants,"7,000.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320101101030129,Postal Division-Repair and Maintenance,"1,000.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320101101030149,Postal Division-Other Revenue Expenditure,"2,000.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320102003020211,In Service Training-Domestic Travel Expenses,"50,000.00","46,148.00",-,"46,148.00",92.30%,0.00%
16360005,Kalol HO,NGR,320102101010101,Existing Post Offices-Salaries,"6,84,66,375.00","2,03,49,675.00",-,"2,03,49,675.00",29.72%,0.00%
16360005,Kalol HO,NGR,320102101010102,Existing Post Offices-Wages,"18,99,374.00","4,86,054.00",-,"4,86,054.00",25.59%,0.00%
16360005,Kalol HO,NGR,320102101010105,Existing Post Offices-Rewards,"28,79,511.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320102101010106,Existing Post Offices-Medical Treatment,"5,00,000.00","8,608.00",-,"8,608.00",1.72%,0.00%
16360005,Kalol HO,NGR,320102101010107,Existing Post Offices-Allowances,"8,53,98,325.00","2,51,97,492.00",-,"2,51,97,492.00",29.51%,0.00%
16360005,Kalol HO,NGR,320102101010108,Existing Post Offices-LTC,"40,000.00","32,000.00",-,"32,000.00",80.00%,0.00%
16360005,Kalol HO,NGR,320102101010111,Existing Post Offices-Domestic Travel Expenses,"7,50,000.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320102101010113,Existing Post Offices-Office Expenses,"18,00,000.00","1,62,225.00",-,"1,62,225.00",9.01%,0.00%
16360005,Kalol HO,NGR,320102101010114,"Existing Post Offices-Rent,Rates & Taxes for Land and Buidlings","8,50,000.00","5,14,462.00",-,"5,14,462.00",60.52%,0.00%
16360005,Kalol HO,NGR,320102101010118,Existing Post Offices-Rent for Others,"10,000.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320102101010124,Existing Post Offices-Fuels and Lubricants,"25,000.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320102101010128,Existing Post Offices-Professional Services,"1,25,000.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320102101010129,Existing Post Offices-Repairs and Maintenance,"1,75,000.00","55,650.00",-,"55,650.00",31.80%,0.00%
16360005,Kalol HO,NGR,320102101010149,Existing Post Offices-Other Revenue Expenditure,"35,000.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320102101100105,Gramin Dak Sevaks-Rewards,"25,14,814.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320102101100107,Gramin Dak Sevaks-Allowances,"7,29,71,835.00","3,07,34,979.00",-,"3,07,34,979.00",42.12%,0.00%
16360005,Kalol HO,NGR,320102103060101,Other Conveyance of Mails-Salaries,"8,69,250.00","4,52,400.00",-,"4,52,400.00",52.04%,0.00%
16360005,Kalol HO,NGR,320102103060105,Other Conveyance of Mails-Rewards,"42,102.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320102103060106,Other Conveyance of Mails-Medical Treatment,"1,06,500.00","1,06,219.00",-,"1,06,219.00",99.74%,0.00%
16360005,Kalol HO,NGR,320102103060107,Other Conveyance of Mails-Allowances,"8,05,907.00","4,67,522.00",-,"4,67,522.00",58.01%,0.00%
16360005,Kalol HO,NGR,320102103060111,Other Conveyance of Mails-Domestic Travel Expenses,"2,50,000.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320102103060113,Other Conveyance of Mails-Office Expenses,"3,00,000.00","1,22,490.00",-,"1,22,490.00",40.83%,0.00%
16360005,Kalol HO,NGR,320102103060128,Other Conveyance of Mails-Professional Services,"2,50,000.00","7,700.00",-,"7,700.00",3.08%,0.00%
16360005,Kalol HO,NGR,320102103060149,Other Conveyance of Mails-Other Revenue Expenditure,"2,500.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320103101010101,SBCO-Salaries,"10,925.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320103101010107,SBCO-Allowances,"1,20,016.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320103101010113,SBCO-Office Expenses,"16,000.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320103101030101,Small Savings Work-Salaries,"2,58,962.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320103101030107,Small Savings Work-Allowances,"3,56,950.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320105053010127,Maintenance of Post Office Buildings-Minor Civil and Electrical Works,"2,00,000.00","4,950.00",-,"4,950.00",2.48%,0.00%
16360005,Kalol HO,NGR,320107101010004,Superannuation & Retirement Allowance-Pensionary Charges,"8,49,46,925.00","2,08,79,489.00",-,"2,08,79,489.00",24.58%,0.00%
16360005,Kalol HO,NGR,320107102010004,Commuted Value of Pension-Pensionary Charges,"1,12,33,585.00","27,55,151.00",-,"27,55,151.00",24.53%,0.00%
16360005,Kalol HO,NGR,320107104010104,Gratuities-Pensionary Charges,"84,83,750.00","45,68,421.00",-,"45,68,421.00",53.85%,0.00%
16360005,Kalol HO,NGR,320107104010304,Gratuities to Extra Departmental Agents-Pensionary Charges,"27,85,061.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320107104010404,Payment of severance amount to GDS-Pensionary Charges,"2,67,701.00",-,-,-,0.00%,0.00%
16360005,Kalol HO,NGR,320107107010004,Family Pension-Pensionary Charges,"2,92,01,333.00","1,06,08,522.00",-,"1,06,08,522.00",36.33%,0.00%
16360005,Kalol HO,NGR,320107108010004,Leave Encashment Benefits-Pensionary Charges,"76,84,172.00","6,92,245.00",-,"6,92,245.00",9.01%,0.00%
16530020,Kheda Dn.,SGR,320102003020213,In Service Training-Office Expenses,"8,500.00",-,-,-,0.00%,0.00%
16530020,Kheda Dn.,SGR,320102101010126,Existing Post Offices-Advertising and Publicity,"50,000.00",-,-,-,0.00%,0.00%
16530020,Kheda Dn.,SGR,320103101090113,Rural PLI-Office Expenses,"3,900.00",-,-,-,0.00%,0.00%
16530020,Kheda Dn.,SGR,801606101010500,Advertisement and Publicity-PLI,"1,00,000.00",-,-,-,0.00%,0.00%
16530020,Kheda Dn.,SGR,801606101020500,Advertisement and Publicity-RPLI,"50,000.00",-,-,-,0.00%,0.00%
16360021,Kheda HO,SGR,320107104010304,Gratuities to Extra Departmental Agents-Pensionary Charges,"10,50,000.00","1,50,000.00",-,"1,50,000.00",14.29%,0.00%
16360021,Kheda HO,SGR,320102101010114,"Existing Post Offices-Rent,Rates & Taxes for Land and Buidlings","6,00,000.00","1,60,204.00",-,"1,60,204.00",26.70%,0.00%
16360021,Kheda HO,SGR,320102103060111,Other Conveyance of Mails-Domestic Travel Expenses,"2,72,000.00","1,15,069.00",-,"1,15,069.00",42.30%,0.00%
16360021,Kheda HO,SGR,320101101030101,Postal Division-Salaires,"5,71,200.00","2,67,100.00",-,"2,67,100.00",46.76%,0.00%
16360021,Kheda HO,SGR,320102101010107,Existing Post Offices-Allowances,"4,80,00,000.00","93,70,302.00",-,"93,70,302.00",19.52%,0.00%
16360021,Kheda HO,SGR,320102101010102,Existing Post Offices-Wages,"10,00,000.00","4,17,496.00",-,"4,17,496.00",41.75%,0.00%
16360021,Kheda HO,SGR,320103101010101,SBCO-Salaries,"98,000.00","2,52,200.00",-,"2,52,200.00",257.35%,0.00%
16360021,Kheda HO,SGR,320102101010111,Existing Post Offices-Domestic Travel Expenses,"10,00,000.00","4,27,553.00",-,"4,27,553.00",42.76%,0.00%
16360021,Kheda HO,SGR,320102103060101,Other Conveyance of Mails-Salaries,"10,24,400.00","3,55,160.00",-,"3,55,160.00",34.67%,0.00%
16360021,Kheda HO,SGR,320107107010004,Family Pension-Pensionary Charges,"2,69,00,000.00","60,74,380.00",-,"60,74,380.00",22.58%,0.00%
16360021,Kheda HO,SGR,320102101010105,Existing Post Offices-Rewards,"16,00,000.00","2,040.00",-,"2,040.00",0.13%,0.00%
16360021,Kheda HO,SGR,320103101030101,Small Savings Work-Salaries,"7,20,500.00","4,78,500.00",-,"4,78,500.00",66.41%,0.00%
16360021,Kheda HO,SGR,320103101010107,SBCO-Allowances,"9,93,000.00","2,01,254.00",-,"2,01,254.00",20.27%,0.00%
16360021,Kheda HO,SGR,320107101010004,Superannuation & Retirement Allowance-Pensionary Charges,"4,96,00,000.00","95,95,075.00",-,"95,95,075.00",19.34%,0.00%
16360021,Kheda HO,SGR,320102101010128,Existing Post Offices-Professional Services,"1,50,000.00","2,198.00",-,"2,198.00",1.47%,0.00%
16360021,Kheda HO,SGR,320101101030107,Postal Division-Allowances,"5,00,000.00","2,35,372.00",-,"2,35,372.00",47.07%,0.00%
16360021,Kheda HO,SGR,320102103060107,Other Conveyance of Mails-Allowances,"10,47,600.00","2,95,490.00",-,"2,95,490.00",28.21%,0.00%
16360021,Kheda HO,SGR,320102101010124,Existing Post Offices-Fuels and Lubricants,"5,000.00",-,-,-,0.00%,0.00%
16360021,Kheda HO,SGR,320103101010111,SBCO-Domestic Travel Expenses,"1,000.00",-,-,-,0.00%,0.00%
16360021,Kheda HO,SGR,320102101010113,Existing Post Offices-Office Expenses,"12,00,000.00","2,66,524.00",-,"2,66,524.00",22.21%,0.00%
16360021,Kheda HO,SGR,320107102010004,Commuted Value of Pension-Pensionary Charges,"27,20,000.00",-,-,-,0.00%,0.00%
16360021,Kheda HO,SGR,320102103030118,Road_Ordinary services-Rent for Others,"3,00,000.00",-,-,-,0.00%,0.00%
16360021,Kheda HO,SGR,320107108010004,Leave Encashment Benefits-Pensionary Charges,"38,50,000.00",-,-,-,0.00%,0.00%
16360021,Kheda HO,SGR,320102101010127,Existing Post Offices-Minor Civil and Electrical Works,"25,000.00",-,-,-,0.00%,0.00%
16360021,Kheda HO,SGR,320102101100105,Gramin Dak Sevaks-Rewards,"45,00,000.00",-,-,-,0.00%,0.00%
16360021,Kheda HO,SGR,320107104010404,Payment of severance amount to GDS-Pensionary Charges,"3,00,000.00","83,500.00",-,"83,500.00",27.83%,0.00%
16360021,Kheda HO,SGR,320102101010101,Existing Post Offices-Salaries,"4,80,00,000.00","94,15,533.00",-,"94,15,533.00",19.62%,0.00%
16360021,Kheda HO,SGR,320102103060105,Other Conveyance of Mails-Rewards,"60,800.00",-,-,-,0.00%,0.00%
16360021,Kheda HO,SGR,320107104010104,Gratuities-Pensionary Charges,"54,50,000.00","23,100.00",-,"23,100.00",0.42%,0.00%
16360021,Kheda HO,SGR,320102101010126,Existing Post Offices-Advertising and Publicity,"5,000.00",-,-,-,0.00%,0.00%
16360021,Kheda HO,SGR,320102101100107,Gramin Dak Sevaks-Allowances,"7,50,00,000.00","2,06,74,034.00",-,"2,06,74,034.00",27.57%,0.00%
16360021,Kheda HO,SGR,320103101030107,Small Savings Work-Allowances,"8,18,500.00","5,69,966.00",-,"5,69,966.00",69.64%,0.00%
16360021,Kheda HO,SGR,320160102030149,Subscription towards SDBS-Other Revenue Expenditure,"4,80,000.00","2,39,400.00",-,"2,39,400.00",49.88%,0.00%
16360021,Kheda HO,SGR,320101101030111,Postal Division-Domestic Travel Expenses,"1,50,000.00","13,405.00",-,"13,405.00",8.94%,0.00%
16360021,Kheda HO,SGR,320102103060113,Other Conveyance of Mails-Office Expenses,"1,07,600.00","36,010.00",-,"36,010.00",33.47%,0.00%
16360021,Kheda HO,SGR,320101101030113,Postal Division-Office Expenses,"50,000.00","13,693.00",-,"13,693.00",27.39%,0.00%
16360021,Kheda HO,SGR,320102101010119,Existing Post Offices-Digital Equipment,"15,000.00","6,300.00",-,"6,300.00",42.00%,0.00%
16360021,Kheda HO,SGR,320107110010004,Govt. Contribution for defined contributory Pension Scheme-Pensionary Charges,"92,40,000.00","18,13,829.00",-,"18,13,829.00",19.63%,0.00%
16360021,Kheda HO,SGR,320102101010108,Existing Post Offices-LTC,"1,00,000.00",-,-,-,0.00%,0.00%
16360021,Kheda HO,SGR,320101101030105,Postal Division-Rewards,"20,000.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320101101020226,Marketing function of DoP (Scheme)-Advertising and Publicity,"27,000.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320101101030101,Postal Division-Salaires,"52,74,801.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320101101030105,Postal Division-Rewards,"1,14,388.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320101101030106,Postal Division-Medical Treatment,"32,054.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320101101030107,Postal Division-Allowances,"46,89,527.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320101101030108,Postal Division-LTC,"6,499.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320101101030111,Postal Division-Domestic Travel Expenses,"23,095.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320101101030113,Postal Division-Office Expenses,"2,74,671.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320101101030119,Postal Division-Digital Equipment,"11,221.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320101101030124,Postal Division-Fuels and Lubricants,"64,401.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320101101030128,Postal Division-Professinal Services,"67,610.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320101101030129,Postal Division-Repair and Maintenance,"31,665.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320101101030149,Postal Division-Other Revenue Expenditure,"4,221.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102003020211,In Service Training-Domestic Travel Expenses,"1,00,000.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010101,Existing Post Offices-Salaries,"5,47,16,837.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010102,Existing Post Offices-Wages,"9,05,189.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010105,Existing Post Offices-Rewards,"18,28,054.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010106,Existing Post Offices-Medical Treatment,"2,18,665.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010107,Existing Post Offices-Allowances,"5,05,25,352.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010108,Existing Post Offices-LTC,"94,721.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010111,Existing Post Offices-Domestic Travel Expenses,"8,77,832.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010113,Existing Post Offices-Office Expenses,"16,73,691.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010114,"Existing Post Offices-Rent,Rates & Taxes for Land and Buidlings","24,254.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010118,Existing Post Offices-Rent for Others,"2,943.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010119,Existing Post Offices-Digital Equipment,"73,777.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010124,Existing Post Offices-Fuels and Lubricants,"51,277.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010128,Existing Post Offices-Professional Services,"1,41,721.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010129,Existing Post Offices-Repairs and Maintenance,"1,21,499.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101010149,Existing Post Offices-Other Revenue Expenditure,721.00,-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101100105,Gramin Dak Sevaks-Rewards,"26,59,249.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102101100107,Gramin Dak Sevaks-Allowances,"6,99,44,221.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102103060101,Other Conveyance of Mails-Salaries,"9,60,888.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102103060105,Other Conveyance of Mails-Rewards,"40,888.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102103060106,Other Conveyance of Mails-Medical Treatment,"12,332.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102103060107,Other Conveyance of Mails-Allowances,"9,15,293.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102103060108,Other Conveyance of Mails-LTC,"10,332.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102103060111,Other Conveyance of Mails-Domestic Travel Expenses,"3,43,332.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102103060113,Other Conveyance of Mails-Office Expenses,"1,91,792.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102103060119,Other Conveyance of Mails-Digital Equipment,"9,277.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102103060124,Other Conveyance of Mails-Fuels and Lubricants,"6,943.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320102103060128,Other Conveyance of Mails-Professional Services,"6,28,560.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101010101,SBCO-Salaries,"7,221.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101010105,SBCO-Rewards,"3,999.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101010106,SBCO-Medical Treatment,221.00,-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101010107,SBCO-Allowances,"79,777.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101010108,SBCO-LTC,110.00,-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101010111,SBCO-Domestic Travel Expenses,99.00,-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101010113,SBCO-Office Expenses,"15,110.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101010119,SBCO-Digital Equipment,"4,054.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101010124,SBCO-Fuels and Lubricants,54.00,-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101030101,Small Savings Work-Salaries,"3,26,610.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101030105,Small Savings Work-Rewards,"12,221.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101030106,Small Savings Work-Medical Treatment,"11,054.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101030107,Small Savings Work-Allowances,"3,64,665.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101030108,Small Savings Work-LTC,"6,832.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101030111,Small Savings Work-Domestic Travel Expenses,"6,554.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101030113,Small Savings Work-Office Expenses,"11,221.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101080101,PLI Branch Circle office-Salaries,"3,40,000.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101080102,PLI Branch Circle office-Wages,"3,600.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101080105,PLI Branch Circle office-Rewards,"11,300.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101080106,PLI Branch Circle office-Medical Treatment,"20,000.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101080107,PLI Branch Circle office-Allowances,"2,90,000.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101080108,PLI Branch Circle office-LTC,"10,000.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101080111,PLI Branch Circle office-Domestic Travel Expenses,"18,000.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101080113,PLI Branch Circle office-Office Expenses,"8,000.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101080128,PLI Branch Circle office-Professional Services,"2,000.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320103101090113,Rural PLI-Office Expenses,"4,000.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320105053010127,Maintenance of Post Office Buildings-Minor Civil and Electrical Works,"1,00,000.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320107101010004,Superannuation & Retirement Allowance-Pensionary Charges,"6,20,06,803.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320107102010004,Commuted Value of Pension-Pensionary Charges,"47,48,259.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320107104010104,Gratuities-Pensionary Charges,"51,78,831.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320107104010304,Gratuities to Extra Departmental Agents-Pensionary Charges,"23,45,549.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320107104010404,Payment of severance amount to GDS-Pensionary Charges,"6,14,449.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320107107010004,Family Pension-Pensionary Charges,"2,40,50,934.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320107108010004,Leave Encashment Benefits-Pensionary Charges,"34,02,899.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320107110010004,Govt. Contribution for defined contributory Pension Scheme-Pensionary Charges,"1,02,20,889.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,320160102030149,Subscription towards SDBS-Other Revenue Expenditure,"4,23,349.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,520100104070071,Computerisation/Modernisation of Savings Bank-ICT,"5,554.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,520100104080071,Computerisation & Modernisation Of Post Office-ICT,"1,84,999.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,801606101010500,Advertisement and Publicity-PLI,"1,00,000.00",-,-,-,0.00%,0.00%
16530013,Kutch Dn.,SKR,801606101020500,Advertisement and Publicity-RPLI,"65,000.00",-,-,-,0.00%,0.00%
16530005,Mahesana Dn.,NGR,320101001030126,Philately Directorate-Advertising and Publicity,"15,000.00",-,-,-,0.00%,0.00%
16530005,Mahesana Dn.,NGR,520100003020071,Buildings_ICT Equipment,"50,000.00",-,-,-,0.00%,0.00%
16530005,Mahesana Dn.,NGR,801606101010500,Advertisement and Publicity-PLI,"1,10,000.00",-,-,-,0.00%,0.00%
16530005,Mahesana Dn.,NGR,801606101020500,Advertisement and Publicity-RPLI,"90,000.00",-,-,-,0.00%,0.00%
16360006,Mahesana HO,NGR,320101101030101,Postal Division-Salaires,"94,09,303.00","35,03,650.00",-,"35,03,650.00",37.24%,0.00%
16360006,Mahesana HO,NGR,320101101030102,Postal Division-Wages,"82,913.00","25,911.00",-,"25,911.00",31.25%,0.00%
16360006,Mahesana HO,NGR,320101101030105,Postal Division-Rewards,"2,57,721.00",-,-,-,0.00%,0.00%
16360006,Mahesana HO,NGR,320101101030106,Postal Division-Medical Treatment,"50,000.00","15,136.00",-,"15,136.00",30.27%,0.00%
16360006,Mahesana HO,NGR,320101101030107,Postal Division-Allowances,"84,31,007.00","41,01,298.00",-,"41,01,298.00",48.65%,0.00%
16360006,Mahesana HO,NGR,320101101030108,Postal Division-LTC,"10,000.00",-,-,-,0.00%,0.00%
16360006,Mahesana HO,NGR,320101101030111,Postal Division-Domestic Travel Expenses,"7,00,000.00","6,61,676.00",-,"6,61,676.00",94.53%,0.00%
16360006,Mahesana HO,NGR,320101101030113,Postal Division-Office Expenses,"5,00,000.00","88,243.00",-,"88,243.00",17.65%,0.00%
16360006,Mahesana HO,NGR,320101101030114,"Postal Division-Rent,Rates & Taxes for Land and Buidlings","85,000.00",-,-,-,0.00%,0.00%
16360006,Mahesana HO,NGR,320101101030119,Postal Division-Digital Equipment,"65,000.00","28,678.00",-,"28,678.00",44.12%,0.00%
16360006,Mahesana HO,NGR,320101101030124,Postal Division-Fuels and Lubricants,"60,000.00","8,000.00",-,"8,000.00",13.33%,0.00%
16360006,Mahesana HO,NGR,320101101030128,Postal Division-Professinal Services,"16,000.00",-,-,-,0.00%,0.00%
16360006,Mahesana HO,NGR,320101101030129,Postal Division-Repair and Maintenance,"20,000.00","13,600.00",-,"13,600.00",68.00%,0.00%
16360006,Mahesana HO,NGR,320102003020211,In Service Training-Domestic Travel Expenses,"60,000.00",-,-,-,0.00%,0.00%
16360006,Mahesana HO,NGR,320102003020213,In Service Training-Office Expenses,"8,000.00","1,370.00",-,"1,370.00",17.12%,0.00%
16360006,Mahesana HO,NGR,320102101010101,Existing Post Offices-Salaries,"11,96,33,350.00","3,77,89,162.00",-,"3,77,89,162.00",31.59%,0.00%
16360006,Mahesana HO,NGR,320102101010102,Existing Post Offices-Wages,"22,78,587.00","4,63,896.00",-,"4,63,896.00",20.36%,0.00%
16360006,Mahesana HO,NGR,320102101010105,Existing Post Offices-Rewards,"40,95,610.00","2,500.00",-,"2,500.00",0.06%,0.00%
16360006,Mahesana HO,NGR,320102101010106,Existing Post Offices-Medical Treatment,"50,000.00","2,534.00",-,"2,534.00",5.07%,0.00%
